rank,word,cefr_level_estimate,part_of_speech,vietnamese_meaning,example,example_vietnamese,ranking_basis,source_urls
593,qualitative,C2,adjective,chất lượng,Is there any qualitative difference between these two DVD players?,Có sự khác biệt nào về chất giữa hai đầu DVD này không?,C2 quota; Octanove C1/C2 profile + corpus frequency + IELTS Listening relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
594,tech,B2,n,công nghệ,The lecturer explained why tech was important to the topic.,Giảng viên giải thích tại sao công nghệ lại quan trọng đối với chủ đề này.,CEFR+Google Ngrams+NAWL,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list
595,segment,B2,noun,đoạn,"The human spine is divided into several segments, each with a specific function.","Cột sống của con người được chia thành nhiều đoạn, mỗi đoạn có một chức năng cụ thể.",CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
596,fleet,B2,noun,hạm đội,The navy sent a fleet to protect the coastline.,Hải quân cử một hạm đội đến bảo vệ bờ biển.,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
597,hell,B2,noun,địa ngục,The lecturer explained why hell was important to the topic.,Giảng viên giải thích tại sao địa ngục lại quan trọng đối với chủ đề này.,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
598,lower,B2,noun,thấp hơn,He lowered his voice to a whisper.,Anh hạ giọng xuống thành thì thầm.,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
599,corruption,B2,n,tham nhũng,Political corruption is widespread throughout the country.,Tham nhũng chính trị lan rộng khắp cả nước.,CEFR+Google Ngrams+NAWL,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list
600,disposition,B2,noun,bố trí,Those who have a cheerful disposition are often loved by other people.,Những người có tính cách vui vẻ thường được người khác yêu mến.,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
601,cabinet,B2,noun,tủ,The lecturer explained why cabinet was important to the topic.,Giảng viên giải thích tại sao tủ lại quan trọng đối với chủ đề này.,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
602,attendance,B2,noun,sự tham dự,There was an attendance of 50 at the meeting,Có 50 người tham dự cuộc họp,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
603,laser,B2,noun,tia laze,The lecturer explained why laser was important to the topic.,Giảng viên giải thích tại sao tia laze lại quan trọng đối với chủ đề này.,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
604,morality,B2,n,đạo đức,I have to question the morality of forcing poor people to pay for their medical treatment.,Tôi phải đặt câu hỏi về đạo đức của việc buộc người nghèo phải trả tiền chữa bệnh.,CEFR+Google Ngrams+NAWL,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list
605,sediment,B2,n,trầm tích,Sendiment is carried along with the river flow,Tâm sự trôi theo dòng sông,CEFR+Google Ngrams+NAWL,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list
606,solar,B2,adjective,năng lượng mặt trời,Solar energy is becoming more popular,Năng lượng mặt trời ngày càng phổ biến,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
607,competence,B2,n,năng lực,The lecturer explained why competence was important to the topic.,Giảng viên giải thích tại sao năng lực lại quan trọng đối với chủ đề này.,CEFR+Google Ngrams+NAWL,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list
608,continental,B2,noun,lục địa,The lecturer explained why continental was important to the topic.,Giảng viên giải thích tại sao lục địa lại quan trọng đối với chủ đề này.,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
609,composite,B2,adj,tổng hợp,The speaker described the situation as composite.,Người nói mô tả tình huống này là tổng hợp.,CEFR+Google Ngrams+NAWL,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list
610,proceeds,B2,noun,tiền thu được,Our proceeds are increasing.,Số tiền thu được của chúng tôi đang tăng lên.,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
611,supplement,B2,noun,phần bổ sung,You can take vitamin supplements to improve health,Bạn có thể bổ sung vitamin để cải thiện sức khỏe,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
612,autonomy,B2,n,sự tự chủ,Demonstrators demanded immediate autonomy for their region.,Người biểu tình yêu cầu quyền tự trị ngay lập tức cho khu vực của họ.,CEFR+Google Ngrams+NAWL,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list
613,initiative,B2,noun,sáng kiến ​​,I take initiative and come up with a new plan,Tôi chủ động và đưa ra một kế hoạch mới,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
614,closure,B2,n,đóng cửa,The lecturer explained why closure was important to the topic.,Giảng viên giải thích tại sao đóng cửa lại quan trọng đối với chủ đề này.,CEFR+Google Ngrams+NAWL,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list
615,infant,B2,noun,trẻ sơ sinh,What a cute infant,Thật là một em bé dễ thương,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
616,micro,B2,n,vi mô,The company has a 20% share in the market for mini or micro cars.,Công ty có 20% thị phần trên thị trường ô tô mini hoặc micro.,CEFR+Google Ngrams+NAWL,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list
617,outlet,B2,n,lối ra,There are many different food outlets in the food court.,Có rất nhiều cửa hàng thực phẩm khác nhau trong khu ẩm thực.,CEFR+Google Ngrams+NAWL,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list
618,crew,B2,noun,phi hành đoàn,The aircraft has/carries a crew of seven.,Máy bay có/chở một phi hành đoàn gồm bảy người.,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
619,seal,B2,noun,con dấu,The lecturer explained why seal was important to the topic.,Giảng viên giải thích tại sao con dấu lại quan trọng đối với chủ đề này.,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
620,portfolio,B2,n,danh mục đầu tư,"As a graphic designer, I keep copies of my best works in a digital portfolio.","Là một nhà thiết kế đồ họa, tôi lưu giữ bản sao những tác phẩm hay nhất của mình trong danh mục kỹ thuật số.",CEFR+Google Ngrams+NAWL,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list
621,capitalism,B2,n,chủ nghĩa tư bản,the growth of industrial capitalism in the West,sự phát triển của chủ nghĩa tư bản công nghiệp ở phương Tây,CEFR+Google Ngrams+NAWL,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list
622,disorder,B2,noun,rối loạn,The whole office was in a state of disorder.,Cả văn phòng rơi vào tình trạng hỗn loạn.,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
623,induce,B2,verb,gây ra,Seafood often induces allergy,Hải sản thường gây dị ứng,CEFR+Google Ngrams+NAWL,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list
624,employ,B2,verb,thuê,They employ local workers at the factory.,Họ tuyển dụng công nhân địa phương tại nhà máy.,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
625,spontaneous,C1,adjective,tự phát,The speaker described the situation as spontaneous.,Người nói mô tả tình huống này là tự phát.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
626,monopoly,B2,adv,sự độc quyền,In the past central government had a monopoly on television broadcasting,Trước đây chính quyền trung ương độc quyền phát sóng truyền hình,CEFR+Google Ngrams+NAWL,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list
627,parallel,B2,verb,song song,The road runs parallel with the coast.,Con đường chạy song song với bờ biển.,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
628,inspector,B2,noun,thanh tra,The lecturer explained why inspector was important to the topic.,Giảng viên giải thích tại sao thanh tra lại quan trọng đối với chủ đề này.,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
629,individually,B2,adv,riêng lẻ,Each student will complete the assignment individually.,Mỗi học sinh sẽ hoàn thành bài tập một cách riêng lẻ.,CEFR+Google Ngrams+NAWL,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list
630,inhibition,B2,n,sự ức chế,The lecturer explained why inhibition was important to the topic.,Giảng viên giải thích tại sao sự ức chế lại quan trọng đối với chủ đề này.,CEFR+Google Ngrams+NAWL,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list
631,subtle,B2,adj,tinh tế,The changes to the racket's design were subtle but made a big difference in handling.,Những thay đổi về thiết kế của vợt rất tinh tế nhưng tạo ra sự khác biệt lớn trong cách xử lý.,CEFR+Google Ngrams+NAWL,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list
632,resident,B2,noun,thường trú,The proposals sparked concern among local residents.,Các đề xuất đã làm dấy lên mối lo ngại của người dân địa phương.,CEFR+Google Ngrams,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter
633,impulse,B2,n,xung lực,She resisted the impulse to buy the expensive shoes on sale.,Cô chống lại sự thôi thúc muốn mua đôi giày đắt tiền đang giảm giá.,CEFR+Google Ngrams+NAWL,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list
